	ERR030886	ERR030873	ERR030877	ERR030878	ERR030879	ERR030872	ERR030880	ERR030881	ERR030882	ERR030883	ERR030884	ERR030885	ERR030887	ERR030875	ERR030876	ERR030874
COL5A1	2.78846	8.46554	6.8566	4.89643	4.05237	1.91465	5.03426	9.09117	0.26263	20.99608	7.01218	4.07727	1.51724	0.00767	0.36373	18.77158
COL5A2	6.27568	7.11231	10.95722	9.16379	12.14412	6.01427	16.11218	6.77414	2.35065	37.50388	15.7631	4.98948	2.23454	0.05598	0.71259	10.36872
COL5A3	1.69267	2.10013	2.14774	2.38149	2.13012	1.52059	7.95824	1.90418	1.2765	17.49164	3.00275	0.67805	0.66642	0.15324	0.92092	0.75277
COL6A1	40.37792	76.56996	165.52475	79.89079	78.0757	37.89704	221.33259	76.50788	6.58935	146.72687	202.28169	22.45628	11.55245	0.17183	18.04441	171.5753
COL6A2	42.59195	121.95748	178.97336	98.96511	95.96858	39.45376	252.46242	114.74138	3.90915	151.3302	225.09286	21.82205	8.25563	3.73021	19.83292	146.44873
COL6A3	27.39295	44.70159	67.33431	36.60556	29.74454	34.69198	124.53641	43.54443	0.70785	48.53196	68.2707	11.2163	3.56057	0.37646	15.28019	91.44422
COL6A4P1	0.0	0.0258	0.0	0.0	0.0	0.01772	0.0	0.0	0.02342	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL6A4P2	0.01084	0.03669	0.03514	0.00757	0.05125	0.08521	0.0	0.03404	0.08063	0.0	0.0077	0.05415	0.01026	0.0	0.00103	0.33882
COL6A5	0.0	0.23976	0.05192	0.04325	2.56435	0.00432	0.0	0.02332	0.00855	0.0	0.02186	0.09098	0.0	0.0	0.0	0.03952
COL6A6	1.55872	0.24259	0.13849	0.13352	8.99018	0.13756	0.30115	0.06785	0.04706	1.25181	0.00076	0.07084	0.03374	0.0	0.01774	0.26886
COL7A1	0.37118	0.68936	0.83716	0.29835	0.34078	0.17373	0.09246	0.59029	0.32793	0.73156	0.16819	1.24085	0.02215	0.00639	0.20591	0.62953
COL8A1	5.57478	3.57295	5.34261	4.44483	13.62417	12.79735	3.94282	1.60867	0.78124	6.94247	7.82457	3.45339	0.22018	0.0	1.23145	2.26167
COL8A2	0.65219	4.19544	8.60041	4.29895	2.18738	6.54993	1.83644	8.79283	0.71912	4.81813	2.79333	0.48553	0.11842	1.10772	0.59593	4.748
COL9A1	0.08442	0.45106	0.32541	0.02812	0.12545	0.04532	0.01507	0.00933	0.74162	0.03663	0.25655	0.03032	0.00938	0.0	0.0	0.0124
COL9A2	0.11662	0.8066	5.39719	1.72538	2.14059	3.70612	0.27393	2.14033	11.5178	1.40671	0.87002	6.15157	0.10565	1.14086	0.0	0.72453
COL9A3	0.29965	3.04009	0.59703	0.884	0.74162	2.34488	0.33385	1.24587	7.10847	0.83324	1.82277	0.30613	0.26666	0.17398	0.22328	0.81957
COLEC10	1.7869	0.03893	0.11252	0.30564	0.64191	0.18724	0.03548	0.11533	0.11586	0.046	0.0	0.13684	9.81581	0.0	0.0	0.0584
COLEC11	4.22089	7.25759	1.68923	10.3774	0.80691	2.3361	2.17172	9.56975	0.20688	2.72717	2.48767	4.75708	23.94391	0.0	0.24469	7.81187
COLEC12	11.20962	17.22238	27.78705	13.88492	30.49617	8.95213	13.91092	12.73518	8.0021	12.72416	11.81709	4.61019	0.21553	0.77683	2.49634	6.73305
COLQ	1.39108	1.34389	1.48788	10.35834	1.04411	2.14432	0.20376	6.38714	0.82413	0.50406	0.76786	0.5714	0.4725	1.93775	1.76994	1.14862
COMMD1	37.01645	44.19402	23.43734	18.35384	21.2128	33.32052	24.28382	29.00756	19.45851	33.01595	24.32458	28.04006	18.09576	18.90549	23.42406	20.75733
COMMD10	22.00667	14.77023	17.93618	16.88805	13.56107	20.64257	8.94866	14.94333	9.35896	17.65086	19.24469	27.22374	9.56226	21.43455	4.86132	17.49934
COMMD2	5.0106	8.2414	8.0787	6.25571	8.33025	9.86316	7.29069	9.2839	8.08135	7.34728	5.59787	10.45968	2.78944	11.49722	2.62841	14.17052
COMMD3	39.10617	37.67514	32.5698	31.45076	15.56921	22.28098	16.58842	20.98681	21.20059	28.90464	26.77011	28.14932	18.2985	29.38692	26.71203	24.25493
COMMD4	9.06737	22.97148	19.0606	11.76428	14.36341	14.88004	15.23512	18.0353	9.16517	13.78921	10.25812	19.24886	13.65189	11.53076	5.24463	11.03398
COMMD5	4.08296	6.37036	6.81193	5.72499	3.59607	7.55871	4.53373	7.01061	2.97202	4.56111	3.54528	8.97176	6.10932	12.77671	3.06792	5.88948
COMMD6	25.93591	31.93999	73.73613	44.83451	39.28868	18.48035	17.93352	24.74712	12.58431	31.68039	52.4639	34.81425	15.71089	50.17105	11.99456	35.70455
COMMD7	22.97044	13.63418	24.85617	17.95491	13.63343	19.85002	12.40142	20.63857	10.90357	20.97034	18.79891	22.67496	11.06002	28.89934	8.78363	15.43842
COMMD8	15.23635	28.58089	13.80728	15.84672	6.94569	13.38874	7.50161	14.4786	6.58253	11.27558	12.36132	36.57114	6.12815	34.55967	2.33003	10.20907
COMMD9	7.07639	6.64474	5.81634	7.23196	4.21145	6.06054	6.82507	9.28983	8.04004	8.53475	4.22731	14.25835	8.49119	19.41378	6.50737	4.29814
COMP	1.86758	18.03836	7.67024	7.52039	3.52261	3.1372	32.85692	1.21193	0.07242	1.91837	2.00636	1.13638	0.0	0.0	3.80407	0.13181
COMT	8.08834	22.99743	20.44322	17.5268	21.00858	15.42532	19.23196	21.42383	15.6685	20.57962	24.28719	22.23235	26.94998	15.29623	24.27081	23.26937
COMTD1	5.70987	0.86007	4.04244	5.26499	4.13999	4.04515	2.88387	2.05671	0.6648	1.49875	2.50075	10.53059	8.55907	2.45637	5.07452	1.17962
COPA	31.48629	34.05953	36.38781	24.44027	26.27017	51.18119	48.42168	32.78193	38.40086	38.57882	31.22655	41.95555	29.45378	60.41237	50.55349	44.44709
COPB1	26.48903	49.85729	38.72901	39.87475	35.71452	42.82397	39.60363	32.2979	18.27029	40.08208	38.2989	63.0458	21.79648	46.91857	18.3613	46.93691
COPB2	31.01463	58.7497	32.70974	34.58997	34.17519	51.02242	44.74237	36.57713	25.48447	46.20079	46.17963	62.18478	32.99822	51.44403	18.05064	66.05323
COPE	27.72459	81.5961	40.13894	40.82452	35.59648	53.06764	47.53139	65.16995	38.46244	40.61027	39.72941	56.86255	53.12116	70.37547	36.79803	38.22743
COPG	28.94036	44.76666	37.94003	29.81169	32.19716	41.30708	56.56817	38.34865	42.0953	54.75407	29.06694	69.90175	51.18831	34.97226	58.93259	54.35117
COPG2	10.21755	32.96071	15.2909	5.0982	7.37509	14.83018	13.38377	13.04419	13.72896	20.92601	8.96763	12.24705	3.00756	12.44505	17.88949	35.08112
COPS2	33.1777	36.99088	47.31302	20.45331	33.62458	37.69911	30.4193	18.56771	26.91311	31.1558	63.55924	26.25515	14.19485	21.28772	54.49142	27.86968
COPS3	38.23161	87.55607	25.98332	17.56939	16.167	33.17579	19.43491	24.72629	32.20701	24.11176	25.91181	23.84693	13.17894	32.58418	110.09673	31.05983
COPS4	39.7085	58.09497	29.25321	16.54519	14.1672	30.76946	22.41134	20.23426	35.64697	25.43307	30.29532	33.4187	10.26799	26.14269	47.79748	37.09257
COPS5	68.82763	57.7749	32.67143	25.71212	20.53534	36.49333	21.85055	18.07996	28.43651	31.1311	33.08326	40.51937	22.55295	30.47181	50.92098	27.68293
COPS6	44.82665	70.45683	65.03409	35.12871	33.78415	57.70358	57.0358	60.14777	49.92219	46.87848	67.18831	58.60728	26.50385	34.35655	71.06677	61.23558
COPS7A	23.38689	18.6707	33.02069	11.8828	11.55889	20.78392	14.80091	17.95322	26.3131	21.18859	13.02907	25.87545	17.63327	14.03861	28.54279	15.63971
COPS7B	5.04394	20.48778	13.31158	18.67348	5.678	9.0351	5.06327	11.07927	9.87128	8.15326	6.73611	7.59645	4.06029	11.45436	5.24335	10.3515
COPS8	32.10024	33.99627	25.33184	18.51677	18.43056	22.52905	17.3069	15.112	34.69401	19.04713	25.76665	26.81756	8.03595	14.66987	43.9212	23.15528
COPZ1	41.82832	48.1941	65.30815	52.78408	58.15112	67.91715	52.95234	52.37233	35.32666	47.23599	52.8248	71.23984	57.6632	80.83005	44.4548	74.91715
COPZ2	18.11855	26.39987	27.05009	7.82674	15.60603	20.6786	41.63768	14.89631	7.78941	76.44994	33.87658	11.76947	20.82205	1.0923	47.34783	9.0508
COQ10A	63.76075	5.4295	5.01359	7.18764	2.66067	14.82801	1.35745	3.75987	6.39482	5.8454	3.33459	7.63492	3.20508	3.20758	8.80164	5.9122
COQ10B	22.74658	16.59103	19.26909	19.67404	21.61931	13.90228	18.39273	18.05839	18.20694	17.11482	18.55156	25.62707	14.73265	25.54626	7.81284	14.52268
COQ2	13.9013	6.60272	4.88838	4.56695	2.7597	5.41572	5.98633	6.59205	1.91025	7.46172	4.63857	6.02545	5.34703	10.90068	7.89418	6.03379
COQ3	19.36993	5.16141	7.82924	2.79796	0.67342	5.23137	2.70697	7.01722	8.63673	7.58784	5.59729	8.96293	5.84612	2.5363	3.21527	6.63425
COQ4	6.03443	8.87773	13.11071	6.01392	9.42953	12.31233	6.90861	11.60325	4.69386	9.33557	5.45274	19.8504	13.48421	7.42763	7.87033	9.01914
COQ5	18.86159	19.56356	15.85222	10.84695	7.39807	20.90011	19.14698	15.3897	9.28604	22.86582	19.50012	22.92452	21.57419	13.40243	15.77384	18.14782
COQ6	16.88585	10.19196	10.12536	5.00248	3.06808	7.747	3.61807	7.28279	4.4214	7.0927	3.11899	12.82664	7.62146	3.02785	8.47694	6.67977
COQ7	11.43282	12.83161	8.74823	3.40775	3.21616	12.71717	3.36527	7.59088	7.8932	7.96659	7.34047	8.97183	2.80838	3.28463	7.31868	12.52436
COQ9	91.49015	24.419	34.28769	13.30905	5.07296	35.41478	10.48704	16.74365	17.56939	22.6119	26.25614	65.72745	29.60432	9.17778	31.32826	14.42979
CORIN	35.12736	2.51403	0.34705	0.15974	0.52839	0.16001	0.10394	0.09773	0.05486	0.27144	0.43976	2.11082	0.12934	0.036	0.09884	0.04313
CORO1A	3.65167	3.94456	4.2304	83.36808	14.07666	2.38218	9.57241	110.57394	8.72251	6.33664	2.04648	7.7411	2.44426	434.01786	0.21348	7.70815
CORO1B	4.78342	15.76014	20.72842	15.93306	13.47135	24.9897	29.91936	24.27523	5.12267	15.21592	18.18221	20.44045	9.48487	24.58679	4.65274	20.53448
CORO1C	18.61827	55.15865	71.40836	31.81105	73.07322	21.30198	52.35736	49.71204	33.27374	87.31798	79.00636	28.60355	22.0239	64.94238	14.70933	57.50992
CORO2A	0.0958	3.55042	2.60537	2.52325	2.58091	0.69484	0.86739	1.70453	1.31017	0.94188	1.32916	0.87618	0.61837	2.40327	0.23487	0.71765
CORO2B	3.12531	2.58745	2.76316	2.63403	2.60388	2.53634	3.11505	4.1174	28.0506	2.55744	3.31155	4.80489	0.30396	1.00891	0.52856	19.91899
CORO6	13.61677	3.31466	4.06139	1.78587	0.96449	20.95248	0.9727	0.71945	2.38468	3.27866	1.46866	0.2157	0.1659	0.03382	155.4986	0.47021
CORO7	1.63614	6.35284	2.06966	7.61467	8.78665	2.96464	5.55103	14.95338	6.22179	4.21988	2.58849	3.21041	1.25219	27.18084	1.55308	3.41411
CORT	0.01827	0.95722	0.27759	0.41652	0.26375	0.13198	0.31148	0.37164	1.00486	0.10408	0.32149	1.1669	0.1245	0.0	0.0	0.2006
COTL1	11.3212	42.31957	34.17027	90.88459	104.43346	20.92956	79.42809	145.96913	40.70459	54.39404	34.66235	41.9835	13.55552	714.65228	5.93083	31.63244
COX10	18.59329	12.24032	5.07247	3.59248	1.94604	7.22694	3.47753	3.62283	2.87091	5.14397	4.84654	8.00578	3.30745	6.24271	25.06889	3.77731
COX11	18.69133	13.37147	20.24997	9.28456	12.12768	19.34088	15.31156	18.52346	21.71923	13.04344	19.89535	24.39345	15.37465	9.18324	16.63397	12.04263
COX15	9.88413	7.06486	12.60673	7.33892	4.5532	9.1789	8.6075	6.7815	7.42568	13.81547	9.03805	11.7997	6.06953	14.07919	9.58271	11.48918
COX16	21.96037	15.72364	23.31131	17.14973	19.97354	23.67581	14.47901	17.45301	14.10246	21.27634	18.89492	25.77168	19.93767	19.84048	12.66351	16.2047
COX17	67.15594	26.84253	33.77173	33.48563	46.93366	28.61626	21.20354	32.79448	17.89631	21.8117	31.18359	45.61335	42.28952	17.31086	84.89091	11.63763
COX18	5.17804	4.18535	2.88465	3.3203	2.39876	4.37977	3.97201	4.77189	4.59707	5.76178	1.63073	5.13352	4.63013	4.28646	1.07503	5.42003
COX19	1.48603	1.67618	2.25103	4.04224	1.39378	2.821	1.29523	3.88541	2.54975	1.28901	1.76087	2.83097	1.11513	4.3204	1.4961	3.28771
COX4I1	645.0973	140.69211	292.34758	213.13961	208.1238	195.06854	177.90064	241.1895	221.41119	231.91908	256.00607	273.77131	174.81227	261.50209	250.97523	150.13461
COX4I2	9.95201	2.51302	4.14374	4.27664	34.03784	2.12039	4.90501	6.33464	0.80772	9.44824	3.48919	0.81474	0.16958	0.16551	4.01002	0.77131
COX4NB	10.41559	10.9139	8.3389	9.87787	5.05969	7.73044	8.29785	7.44556	5.59113	6.64696	6.71964	10.49543	7.32251	11.09858	9.03933	7.16972
COX5A	626.56685	65.60311	63.22057	69.79939	55.57376	76.39672	42.53642	45.93672	77.34187	66.6666	73.18654	122.56967	87.06609	68.90137	407.63888	30.7093
COX5B	607.99803	148.9474	201.41137	109.24598	119.10312	199.14512	124.53633	166.32014	226.06415	207.11867	211.08197	299.8685	149.11422	109.28538	363.09624	100.33828
COX6A1	16.62421	44.82843	43.53606	45.3744	43.0929	38.72928	38.55048	41.51757	75.52954	40.00939	60.90997	99.88276	61.71614	34.53425	6.52639	24.08517
COX6A2	690.58188	9.04979	0.03904	1.51781	0.082	136.36306	0.0985	0.6211	0.02412	45.26697	0.64091	0.19026	3.00976	0.0	557.31802	0.20263
COX6B1	462.54773	73.59998	159.86826	147.01976	151.33119	97.07299	77.73853	127.64499	84.23593	125.95175	130.6536	203.5361	141.66054	175.12959	264.09578	66.18768
COX6B2	0.01646	5.95352	0.15363	0.0313	0.20671	0.01917	0.07873	0.10686	0.03559	0.16863	0.36254	0.12393	0.0	0.0	0.0	0.24967
COX6C	323.74393	107.83111	129.23236	61.36649	76.17997	54.88997	40.09168	73.32179	119.34034	67.85255	129.90366	105.73805	85.54075	59.38273	66.21233	50.84505
COX7A1	478.57756	30.6225	39.22908	18.37946	33.22703	60.87878	42.36729	39.35227	20.70837	113.39757	54.47261	19.87139	0.89063	0.04245	291.50857	12.58293
COX7A2	228.07699	335.28193	102.70573	87.62244	112.99171	95.17765	78.97066	95.98558	150.88616	118.35657	155.02184	216.69463	120.7805	79.6694	45.08479	68.632
COX7A2L	72.2955	127.94724	123.23891	75.23777	76.64006	71.55742	96.76531	77.31947	110.96704	107.86805	122.28702	124.75955	50.74631	103.53845	54.53347	123.39123
COX7B	936.05212	88.61847	161.17585	126.6513	161.45555	160.1514	62.38427	141.38279	150.17958	191.78101	182.55905	366.02884	208.70115	106.27756	131.09269	83.75655
COX7B2	0.0	36.20657	0.0	0.0	0.0	0.0	0.18548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COX7C	1089.0713	431.54457	550.11215	365.10934	364.49681	499.54595	292.28512	412.24645	368.78624	353.57428	622.6647	524.83236	337.2869	361.32699	463.42346	414.6633
COX8A	271.24945	47.99612	115.78399	87.96586	111.48178	106.53893	70.97506	86.91397	62.3064	84.67595	92.8815	185.33626	104.36721	106.75825	150.37753	59.70623
COX8C	0.31046	19.19384	0.24057	0.36269	0.69477	0.00781	0.39831	0.26421	0.01858	0.07376	0.0	0.0	0.0	0.0	0.0	0.12486
CP	5.31562	1.54724	9.23253	28.17858	15.21035	5.84177	7.69906	11.8561	17.598	1.56723	30.98194	3.53504	415.19017	0.10056	0.87874	2.80849
CP110	3.52882	18.13655	6.20051	4.56378	4.34643	5.46445	3.51651	4.19094	17.78441	3.97886	5.07733	4.60895	1.22892	5.60033	3.39895	9.37211
CPA1	0.03861	0.59865	0.20114	0.28532	0.00587	0.06694	0.27473	0.36195	0.08975	1.49511	0.13405	0.0	0.0	0.0	0.17091	0.12109
CPA2	0.01661	0.68174	0.04806	0.16971	0.02524	0.00708	0.03789	0.02815	0.57917	0.69344	0.06069	0.0	0.0	0.0	0.0	0.03741
CPA3	2.63373	10.91618	22.88126	8.95754	64.77105	0.32189	7.97792	12.93986	0.0	4.43025	7.41145	2.44212	0.57493	0.64824	1.01519	1.43406
CPA4	0.0235	0.60013	0.08503	0.21754	0.0	0.07923	0.10726	0.05624	0.12608	0.60306	0.0	0.05036	0.01268	0.0	0.0	0.42952
CPA5	0.0	5.84523	0.02305	0.45229	0.0	0.02302	0.0536	0.12009	0.00475	0.00942	0.0	0.00049	0.0	0.0467	0.0	0.013
CPA6	0.0	0.57327	1.16875	0.00456	0.34789	0.01675	0.04126	0.02947	0.00518	0.08742	1.61206	0.03725	0.0	0.0	0.0	0.0
CPAMD8	1.58371	1.19275	2.5888	0.33428	3.76193	1.71461	2.99387	0.34204	2.59816	0.78447	0.83111	2.56504	0.07861	0.80708	0.17256	0.47698
CPB1	0.03023	1.3851	7.1775	0.7123	0.05169	0.24024	0.58636	0.3075	0.73574	7.53772	0.71126	0.02082	0.12233	0.0	0.90716	0.22138
CPB2	0.00687	1.36116	0.0	0.0055	3.38136	0.04577	0.01141	0.04915	0.22703	0.0	0.00228	0.06885	519.58239	0.0	0.0	0.0
CPD	11.09589	20.33917	11.44874	18.06498	27.68441	14.21396	39.37757	11.41401	18.15837	22.30734	20.47902	25.16956	34.81906	32.83418	8.18849	11.03209
CPE	38.7744	214.02557	65.04049	101.0169	62.79041	149.87101	47.31494	105.28141	540.04716	65.90392	60.78688	37.9431	13.80183	0.00666	12.8558	28.4475
CPEB1	0.21184	10.55434	3.19058	0.34551	0.23064	0.79058	0.51656	0.19542	4.14681	0.5527	1.01415	0.27842	0.00539	0.03707	0.46563	2.72525
CPEB2	6.82241	18.47665	9.36422	6.83686	5.15145	3.69714	8.89181	9.43752	14.71677	10.1966	8.53222	13.69274	2.96094	5.41384	4.45817	5.06098
CPEB3	4.79937	6.50947	2.59995	1.83985	2.3734	2.89947	1.42903	1.18092	7.12967	3.97433	2.08625	4.98954	9.53085	2.20667	13.84506	2.42437
CPEB4	81.76471	11.12822	17.13528	10.68904	14.07165	24.73267	8.93567	9.68246	33.18384	11.247	7.97931	20.86056	7.4578	11.814	36.63929	6.18796
CPLX1	0.9502	1.44674	1.008	1.67485	2.08783	0.52434	2.17874	3.16115	42.02101	1.42142	2.12146	1.27365	2.1818	0.06801	0.68036	0.89907
CPLX2	0.0	4.52081	0.30583	0.429	0.06967	0.01454	0.01429	0.02085	196.37012	0.08732	2.34191	0.0	0.00381	0.03442	0.00762	0.01512
CPLX3	1.14623	1.00097	0.72221	0.00862	0.01667	0.0317	0.0	0.06508	2.00011	0.01947	0.13028	0.10072	0.0	0.0	0.0	0.0
CPLX4	0.0	0.1055	0.0	0.03092	0.0	0.04059	0.0	0.0381	0.01417	0.00997	0.0308	0.0	0.03829	0.0	0.0	0.0
CPM	6.28424	6.81856	3.04349	8.72299	10.04117	6.11711	73.61052	6.73478	5.3035	25.72641	7.93458	27.43788	10.23066	3.70388	2.03441	7.60265
CPN1	0.0	0.47292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00577	56.88741	0.0	0.0	0.0
CPN2	0.49772	0.09306	0.0	0.02865	0.0	0.02633	0.10976	0.04324	0.01303	0.06467	0.01998	8.57958	121.97828	0.0	0.0	0.00274
CPNE1	15.79674	35.78681	46.75023	66.33747	48.58507	26.95206	43.06351	40.35409	10.88785	21.39307	22.47387	36.12809	11.9653	37.11384	22.05302	44.9378
CPNE2	5.89255	11.91491	13.69965	15.98423	13.00617	7.62194	21.07064	14.16682	15.10923	26.10248	13.87836	8.4123	3.34317	12.46409	10.35206	11.55133
CPNE3	41.34893	18.6436	35.08401	24.6901	27.78089	32.34916	32.455	19.03837	17.43282	35.39267	34.00667	44.39565	15.88097	39.72355	13.39802	30.14818
CPNE4	7.40062	0.12456	2.33452	0.0	0.10071	0.0	0.0	0.03572	14.35049	0.25897	0.56014	0.1206	0.01462	0.14153	0.0	0.05293
CPNE5	6.73173	3.46353	0.90021	9.83888	0.70748	0.47882	0.45969	5.1279	9.10557	0.3343	0.9437	0.23973	0.0558	4.70091	0.02813	1.66091
CPNE6	0.0	0.56391	1.52927	0.0	0.16686	0.0	0.08017	0.00465	21.46244	0.00487	0.52667	2.97125	0.06547	0.0	0.0	0.01649
CPNE7	0.00831	1.72757	0.42117	0.28405	0.14516	0.07129	0.08339	0.14144	2.19778	0.17084	0.11763	0.76124	0.053	0.02435	0.0	0.07486
CPNE8	4.8817	5.14696	7.89343	11.35404	17.66497	3.51017	10.55593	8.24614	6.02887	5.70205	13.9894	13.37466	4.01726	7.95429	2.67334	6.93522
CPNE9	0.01282	0.19723	0.03351	0.1829	0.03683	0.0	0.10322	0.21372	5.9874	0.06231	0.12793	0.00554	0.04055	0.16575	0.0	0.06471
CPO	0.26468	1.5021	0.26415	0.09328	0.0	0.28247	0.16128	0.03868	0.3189	0.10674	0.17279	1.02849	0.09921	0.0	0.0	0.43898
CPOX	5.79716	8.26958	9.21003	11.36164	5.55318	4.73963	5.58801	5.27168	11.68128	6.03503	8.96854	5.98815	7.68454	9.29803	3.55414	8.1706
CPPED1	4.17083	6.24301	3.54165	3.02382	2.83158	3.16231	4.69996	4.73484	5.24842	5.31209	3.39512	11.31506	5.03204	60.58651	0.97252	3.42548
CPS1	0.46877	5.64961	0.69347	0.59546	0.47869	0.93224	0.75848	0.51573	0.8166	1.43264	0.58281	1.73542	283.97675	0.05261	0.19862	1.35338
CPS1-IT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10603	0.0	0.0	0.0
CPSF1	3.74201	19.17863	7.97818	15.45389	5.62196	9.20697	8.38021	13.10259	3.51288	7.14185	7.82622	6.08241	3.67468	7.93281	9.91638	13.23684
CPSF2	10.3125	21.76456	11.12146	12.60818	12.51966	16.76486	13.95359	13.34093	9.95754	10.02152	12.47904	12.49401	7.51553	28.46064	15.92467	16.33308
CPSF3	10.55783	55.82195	12.04616	9.94692	5.43208	18.87629	15.50978	18.62131	12.79213	18.21592	13.46843	18.8685	8.4105	22.35823	11.65103	17.02708
CPSF3L	13.82121	39.98336	20.25761	21.80271	11.08099	22.46032	21.08638	23.88563	11.46468	15.65684	17.61365	15.726	8.58875	14.87131	45.49265	25.14135
CPSF4	5.88151	14.82468	9.34853	13.29922	6.54592	8.50767	10.83875	13.94475	4.92625	10.33858	8.49736	7.99003	4.33994	7.29622	13.94288	9.52216
CPSF4L	0.01579	0.32618	0.02314	0.0	0.09	0.17055	0.03603	0.03279	0.05224	0.0	0.0	0.0	0.10089	0.0	0.0	0.19866
CPSF6	5.68702	14.27057	12.17577	15.24225	6.66553	7.23119	8.60598	11.791	11.7091	10.02915	9.95172	14.57325	3.78336	11.52562	8.3775	17.54119
CPSF7	13.55054	25.01169	25.21141	27.89059	16.59536	25.04848	16.42127	24.19105	22.45993	13.72616	12.4196	19.62283	8.53328	27.53524	18.49493	27.18409
CPT1A	18.151	15.54367	24.59525	15.04733	10.50174	3.83624	28.43549	24.37822	7.11477	11.30082	35.50957	50.73621	22.13638	20.27765	4.66005	19.35955
CPT1B	7.55114	0.10828	1.30472	6.32188	0.22921	0.99024	0.35934	1.67415	0.9122	0.51664	0.50663	2.39205	0.12659	0.07802	6.65558	0.23654
CPT1C	0.53665	3.95704	1.67709	2.42816	0.35971	0.8285	0.97864	2.42353	11.59637	0.81653	1.2523	0.57322	0.18365	0.0255	0.03291	7.55269
CPT2	12.50565	4.70843	5.32838	2.77786	2.04229	6.05403	5.89305	5.8052	2.81561	4.75849	2.56942	13.04964	29.54463	7.72524	4.88999	3.4697
CPVL	37.88854	34.8525	21.28985	21.02937	23.44884	88.5776	16.92492	20.48543	4.9771	15.94272	15.53917	70.60837	5.14445	241.68429	6.18619	23.28206
CPXCR1	0.0	7.44492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPXM1	0.92193	9.4247	8.52305	5.27666	1.00964	5.8146	9.49476	1.80483	0.19937	4.30745	2.18645	3.54151	0.00783	0.17021	0.13699	14.59701
CPXM2	6.61281	37.5714	34.0574	19.38749	8.2477	10.99457	11.68254	45.0959	2.98715	13.49652	51.21923	8.31838	0.44586	0.01303	1.77575	18.84106
CPZ	0.18826	10.86638	4.09586	1.38367	1.71205	3.53836	1.66463	2.21594	0.41199	1.94484	2.04108	0.8451	0.13767	0.0	0.0	78.95061
CR1	0.52522	0.28882	0.9821	2.08594	0.74791	0.07549	1.57929	5.45686	0.09141	0.27977	0.21647	1.33219	0.53327	13.50973	0.17395	0.35501
CR1L	0.00601	0.0	0.07823	0.09917	0.31028	0.08288	0.04386	0.37667	0.02191	0.0	0.08781	0.15444	0.06099	0.03962	0.03068	0.04511
CR2	0.0	0.33589	0.08041	11.73996	0.60417	0.27337	0.02415	42.0988	0.0953	0.09392	0.0	0.51998	0.02705	4.75993	0.0	0.02385
CRABP1	0.11435	1.06282	1.56164	0.49443	0.01086	255.6662	0.05218	0.12115	6.40707	6.037	4.89734	4.01042	0.0	0.0	0.0	0.51528
CRABP2	0.28439	4.56502	19.3782	0.43643	3.57337	2.12301	2.51788	2.53352	3.01209	39.57303	3.03291	3.18612	0.08075	0.14588	0.09684	21.82036
CRADD	20.91945	9.93345	8.95793	6.12247	7.43176	6.34881	5.4076	4.45561	4.55483	6.42877	6.98152	11.00163	15.32886	5.70319	4.01953	5.41388
CRAMP1L	2.93877	7.15747	4.57045	4.24004	3.30773	4.18376	2.16622	4.25506	2.47436	2.91474	2.69159	3.11284	0.99674	3.07227	1.88491	3.7906
CRAT	25.01713	72.96385	19.74062	8.35462	5.80925	18.18799	36.72504	11.04521	12.35102	24.08535	18.66036	19.68458	35.19252	6.37369	56.79858	20.10301
CRB1	0.01323	0.58416	0.05582	0.0	0.00335	0.02691	0.00604	0.00374	3.30751	0.01565	0.0	0.14371	0.0	0.04523	0.45612	0.14734
CRB2	0.02739	0.40007	0.04529	0.59127	0.01932	0.05675	0.00843	0.42081	2.9177	0.29213	0.0776	2.1212	0.00667	0.06362	0.0	0.63928
CRB3	0.0	0.83	2.82281	0.25398	6.634	7.44748	0.16586	0.40664	0.07781	0.65378	1.80498	13.29666	6.42279	0.42169	0.0	0.54668
CRBN	22.20379	35.51796	34.38517	18.70556	14.77625	26.41967	11.89444	19.45672	27.17479	18.73812	28.3546	19.83852	8.42367	26.58044	17.50246	17.31119
CRCP	10.94479	9.91749	16.12456	12.00698	9.79928	18.78832	16.45687	12.59247	13.24223	13.60361	14.52419	13.79547	14.36737	14.7802	6.1951	14.3361
CRCT1	0.0	0.0	0.04595	0.0	0.0	0.10323	0.18839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CREB1	5.48655	8.9007	8.42626	9.32903	6.86136	5.04915	7.77931	7.31667	4.74407	7.34805	9.55694	7.47298	2.01942	19.15681	3.05772	9.46835
CREB3	12.2687	34.74935	29.32964	23.27737	22.09011	28.08642	19.75056	18.54929	18.18007	20.183	30.55038	25.63115	9.47289	12.73618	11.84769	27.92377
CREB3L1	18.60445	18.68424	11.4505	2.5853	13.74721	2.86153	3.22772	1.86017	1.30082	2.94273	11.88881	1.86495	0.17849	0.03633	0.73149	18.64408
