	ERR030886	ERR030873	ERR030877	ERR030878	ERR030879	ERR030872	ERR030880	ERR030881	ERR030882	ERR030883	ERR030884	ERR030885	ERR030887	ERR030875	ERR030876	ERR030874
CREB3L2	5.91638	20.29708	19.37162	20.34692	19.2314	34.58058	36.29305	10.34529	4.24816	18.43054	13.6449	23.34577	4.15026	12.6142	5.69671	28.17594
CREB3L3	0.00854	0.18603	0.0	0.047	0.0	0.0	0.0	0.04344	0.14127	0.02274	0.01561	0.32154	255.43554	0.0	0.0	0.02874
CREB3L4	1.55241	3.69622	12.76169	2.56235	3.221	5.15188	2.87697	2.66677	1.28759	5.19806	2.48288	3.82855	2.76236	3.07761	2.11874	5.17945
CREB5	2.31228	0.77644	1.47832	1.30077	3.4095	0.69305	7.12307	0.56797	14.49761	3.16672	2.03201	0.91999	0.11828	9.01146	0.46535	0.48875
CREBBP	8.43071	19.25325	11.69867	11.842	6.96983	13.63993	15.36052	12.67919	5.68639	11.75752	10.75703	7.7372	3.00285	25.65264	19.445	16.91505
CREBL2	15.37109	27.71852	28.93781	28.68172	25.63306	34.51875	36.07773	16.73157	26.98929	49.25216	30.52296	32.14553	18.0595	35.03159	6.07509	26.75075
CREBZF	4.95286	7.17786	12.73326	16.09149	13.10642	11.83603	7.68523	8.33677	9.36525	7.60556	8.25477	11.61769	4.93721	4.42794	3.7809	12.69192
CREG1	56.66539	48.98564	137.97297	77.17207	72.84903	73.34102	73.36618	41.75302	26.45076	86.25286	64.01725	71.7296	109.05766	83.43606	48.90149	79.01614
CREG2	0.0	0.03968	0.09096	0.02985	0.01202	0.016	0.0	0.0	29.16737	0.04492	0.00867	0.06612	0.0	0.0	0.0	0.05465
CRELD1	12.3251	6.58063	13.48107	15.96482	8.25365	7.11258	7.04686	7.42671	9.80779	8.74291	12.58469	14.76183	11.80497	2.98701	10.38214	8.41226
CRELD2	5.87049	19.86648	9.21034	23.80165	9.17893	19.22167	9.3341	21.07339	4.40705	9.15093	14.17533	36.18263	30.99744	7.16397	4.27621	14.87628
CREM	8.089	35.37422	9.96289	10.91302	19.59075	8.6525	13.12564	4.74849	4.72176	4.29481	12.68435	8.84946	3.28233	2.60531	3.17481	12.33137
CRH	0.0	0.25176	0.33406	0.0	0.0	0.0	0.0	0.0	0.72913	0.06145	0.0	0.0	0.0	0.0	0.0	0.0
CRHBP	1.56692	1.53547	1.07363	1.21771	0.42881	1.07126	0.64111	5.06031	4.26178	6.21117	0.25781	12.05497	45.1152	0.04399	0.12266	1.76948
CRHR1	0.0	0.30047	0.3778	0.0	0.0	0.05386	0.01512	0.01053	1.53866	0.09556	0.00378	0.0	0.0	0.0	0.0	0.1166
CRHR2	0.33853	0.1216	0.11582	0.04161	0.0	0.13871	0.07091	0.58196	0.45488	0.09832	0.0	0.0	0.0	0.0	0.00555	0.18278
CRIM1	24.89971	32.68802	30.8386	28.04808	90.43447	21.81839	140.58085	44.86365	25.9299	89.48803	55.79273	68.88705	4.23935	2.22651	62.72118	22.79891
CRIP1	24.86915	33.66195	41.98579	105.84267	242.30509	11.29963	32.98994	55.35986	2.70584	96.85776	45.579	23.54269	1.60386	213.00039	14.95467	17.77284
CRIP2	227.00483	60.45641	51.6444	58.95901	79.9469	41.4124	90.04363	97.25649	26.87558	68.20481	58.16735	58.10934	11.64773	4.15491	15.71009	39.18237
CRIP3	4.40487	6.13657	0.9274	1.03672	0.03768	0.34663	0.0	1.41368	0.40327	0.2614	0.24763	2.00279	4.49392	0.17226	0.0	0.58142
CRIPAK	2.22508	2.65126	2.66816	3.00047	1.04849	2.33273	2.03852	4.02288	1.64548	3.38201	0.85816	3.39264	1.41747	2.83509	2.68671	3.29336
CRIPT	14.64469	15.63392	16.36344	11.13733	7.53123	7.79103	7.76054	5.66615	18.35605	11.43249	15.84196	12.38113	6.90788	8.79004	11.02135	7.20667
CRISP1	0.0	116.81432	3.16555	0.0	0.0	0.0	0.15008	0.13937	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CRISP2	0.0	205.40192	0.91294	0.0	3.01618	0.04529	0.30529	0.11957	0.04204	0.03102	0.32938	0.41019	0.0	0.0	0.0	2.26032
CRISP3	0.00991	0.06696	33.60352	0.0623	8.0725	0.0	0.05425	0.0	0.0	0.06153	0.0543	0.09095	0.40923	0.50448	0.0	48.11484
CRISPLD1	0.87312	2.43865	1.32606	0.87171	1.56585	13.78053	0.47694	1.83207	7.01875	5.36016	1.53212	1.59627	0.37221	0.02615	0.03472	3.20289
CRISPLD2	16.90587	75.2193	36.12287	28.67305	126.7869	27.81171	70.93792	25.83976	6.97499	14.40136	59.8861	27.73087	4.64215	34.19852	8.04462	31.22106
CRK	18.83118	24.80236	22.29983	21.74107	21.87175	36.07901	48.07148	20.52122	17.38855	39.31198	34.26654	24.74925	17.61545	14.64251	15.31682	28.18581
CRKL	21.94207	16.29644	20.05828	26.72243	17.43542	15.74689	22.04705	16.31473	25.44484	15.55441	20.5566	15.48419	10.98021	42.00386	43.25586	30.79841
CRLF1	3.02213	6.17355	1.68045	4.17267	2.17468	8.52428	21.51209	1.0306	2.84782	1.37939	5.86297	1.00537	0.05211	0.0	6.10046	0.52692
CRLF2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CRLF3	3.02827	11.5412	5.90544	20.46447	6.43578	2.50727	6.14517	14.08255	3.7866	4.83816	5.08487	5.32374	2.0813	63.70144	1.70102	6.93504
CRLS1	31.25084	13.29946	10.44164	8.08217	30.82436	13.95154	13.46528	7.98071	8.04586	14.82348	8.612	21.32241	25.69724	8.07644	11.77667	10.73392
CRMP1	1.07368	3.78619	3.32901	2.93383	6.4667	1.87422	1.34373	1.28862	29.05419	1.94602	4.41451	4.37896	0.10405	0.04842	0.4322	6.05451
CRNDE	10.115	38.30782	1.73527	2.35789	5.84602	2.48762	3.74707	1.60487	0.27112	9.39806	0.03078	4.52692	0.17852	0.0679	0.89631	2.28783
CRNKL1	7.2104	15.15567	11.33473	7.07083	3.24715	11.98915	9.75519	7.08632	6.20421	8.65617	11.7094	9.53968	4.03433	16.19764	14.02064	10.99444
CRNN	0.0	0.06966	0.0	0.0	0.0	0.14585	0.18953	0.0	0.0	0.0	0.03162	0.0	0.0	0.0	0.0	0.00866
CROCC	0.69589	2.68435	2.89665	1.96958	1.97808	0.99154	1.93211	2.86049	0.68259	2.3231	1.62093	1.40769	0.19141	1.20585	0.94752	5.66942
CROCCP2	2.84233	8.98969	8.71318	18.45408	5.29258	4.21351	2.80074	10.57514	6.61845	5.17802	2.50422	5.0214	10.18251	2.92916	3.41364	10.74986
CROCCP3	0.30752	0.68968	0.99348	2.73289	0.30602	0.74762	0.36999	1.69121	0.66682	0.60278	0.55124	0.79081	0.19934	0.28988	0.08854	3.02617
CROT	3.59917	4.78335	16.5349	2.99184	1.69292	11.26864	2.32628	2.58871	2.23089	3.30853	4.40388	13.71311	6.51895	3.52605	3.56494	10.19206
CRP	0.08762	0.16847	0.0317	0.00861	0.36201	0.0633	0.21343	0.14853	0.07344	0.03887	0.02001	0.19068	11227.18127	0.30001	0.13985	0.01645
CRSP8P	0.0	0.0426	0.0	0.00637	0.0	0.00585	0.0	0.0	0.01449	0.00719	0.0	0.0	0.86268	0.0	0.0	0.0
CRTAC1	0.35922	2.59647	10.84263	1.81573	6.88285	2.38842	2.70313	2.01104	6.81461	1.09492	11.41722	2.56872	0.0708	0.0	0.27867	3.51237
CRTAM	0.10023	0.33877	0.10549	2.2174	1.35288	0.01646	0.0	1.17929	0.05703	0.1415	0.05411	0.08785	0.0	8.21689	0.0	0.17793
CRTAP	18.76934	41.67285	78.72248	38.35012	37.67309	32.83366	60.04914	34.8326	21.81286	84.9802	71.09897	26.4959	6.61431	32.27185	29.85381	40.18918
CRTC1	1.22879	3.82537	2.45149	2.1234	0.8752	2.34288	2.60261	1.89362	8.63976	1.85283	2.10698	2.01766	0.40608	2.06703	2.60961	4.78808
CRTC2	8.19675	14.75533	19.76107	28.20895	24.76868	13.33575	15.51737	16.33172	6.56566	8.67577	12.70134	10.36437	5.86694	21.1682	30.51481	13.24486
CRTC3	10.44314	17.98547	23.24758	20.48116	21.73672	20.25699	26.52152	17.12586	10.99936	13.81155	18.93108	8.85048	3.03871	17.61239	8.93688	37.54108
CRX	0.0	0.04825	0.0	0.0	0.00188	0.0	0.0	0.0	0.0	0.0	0.00226	0.0	0.00631	0.0	0.0	0.0
CRY1	5.13088	27.0715	6.35435	9.22387	14.22794	12.72075	6.90337	4.85508	8.36151	7.50715	7.55675	18.45937	5.6881	6.35501	3.20279	9.9059
CRY2	17.65174	16.57795	19.76434	9.0977	15.98478	15.60943	18.794	8.22516	23.71668	23.73142	9.6083	11.91452	11.01057	8.32385	34.64744	21.8606
CRYAA	0.0	0.05208	0.02867	0.0	0.0	0.0415	0.0	0.0	0.0797	0.0	0.0	204.12995	2.6213	0.0	0.0	0.02976
CRYAB	3346.20888	161.86952	313.99469	266.10583	262.53666	3120.81193	373.90201	200.51308	945.95566	1907.62135	602.71432	2164.83021	4.17507	0.81915	1526.37426	81.59025
CRYBA1	0.08101	0.35837	0.0	0.0	0.16429	0.01776	0.0	0.09921	0.18308	0.18294	0.0	0.0	0.13469	0.0	0.0	0.0
CRYBA2	0.0	0.52537	0.0	0.0	0.11369	0.0	0.04552	0.0	0.11148	0.0	0.14172	0.0	0.0	0.0	0.0	0.0
CRYBA4	0.04082	1.23531	0.0	0.00685	0.0	0.0	0.0	0.32292	0.02506	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CRYBB1	0.47924	0.46938	0.72679	0.76031	0.19701	0.3997	0.90239	1.55904	0.99728	0.4125	0.21894	0.13092	0.21106	0.02739	0.10199	0.44577
CRYBB2	0.02892	0.62523	0.15696	0.0	0.0	0.08358	0.066	0.07355	0.06465	0.08983	0.02643	0.50463	0.0	0.0	0.0	0.95582
CRYBB2P1	1.04199	3.47991	2.77764	5.51076	1.53056	3.89487	1.8161	5.73658	3.04384	2.26281	1.10559	4.7373	1.21076	2.07406	0.18148	7.05804
CRYBB3	0.02406	0.08745	0.06589	0.14258	0.04325	0.19214	0.0	0.02675	0.02683	0.02893	0.10637	0.1979	0.28651	0.0	0.05022	0.05324
CRYGA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10908	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CRYGB	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CRYGC	0.0	1.01194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CRYGD	0.0	0.26962	0.09034	0.0	0.0	0.0	0.0	0.0	0.4884	0.0	0.0	0.0	0.0	0.0	0.0	1.18532
CRYGN	0.01526	0.2045	0.64049	0.0	0.18555	4.3342	0.15323	0.10349	0.08105	0.05417	0.47049	0.07007	0.0	0.10066	0.0252	0.65153
CRYGS	0.58999	0.79906	0.4449	5.03894	1.18379	0.80473	0.27224	3.78432	0.7459	1.76596	0.90043	2.99855	0.73702	0.2689	0.2606	1.13504
CRYL1	10.30258	11.63428	24.54464	7.18392	16.15956	17.41256	17.1632	13.22113	36.46282	13.16943	17.10901	97.52137	73.52342	14.87356	7.75373	10.05674
CRYM	25.47618	2.13438	6.47732	0.04608	1.80941	0.06235	1.001	0.09614	43.07611	0.24706	2.38138	11.32806	1.92214	0.349	0.0998	0.05569
CRYZ	20.06098	20.75396	29.46523	17.48761	9.56839	31.83113	8.67441	8.8299	6.6889	20.20086	18.91254	158.26875	85.7673	4.84142	4.20276	23.27067
CRYZL1	13.39819	26.63995	21.6285	6.10773	9.84268	21.98066	12.33155	15.261	28.37557	19.49348	24.90261	13.07797	3.27507	5.9185	5.90066	13.29813
CS	146.36327	22.0927	40.25339	33.53139	30.80522	35.28724	52.09403	31.99685	29.71827	82.7926	39.16545	54.26682	14.4228	42.70613	97.27433	33.07899
CSAD	1.36263	3.69679	5.03635	4.97454	2.46192	3.20703	9.0788	3.20315	2.59488	9.42732	2.39925	5.12288	10.45587	0.50569	0.7086	4.43688
CSAG1	0.02522	2.03853	0.10949	0.0	0.0	0.05667	0.04604	0.0962	0.43837	0.0	0.02304	0.0	0.02149	0.0	0.0	0.0
CSAG3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CSDA	297.25543	271.14493	205.84389	141.97777	373.74096	394.4616	257.69782	121.82955	18.90224	134.58503	301.47231	87.65764	10.04611	43.77696	5444.55023	103.51813
CSDAP1	0.11286	4.40785	0.05441	0.05418	0.16216	0.16288	0.12558	0.04767	0.0	0.0332	0.14326	0.10951	0.88212	0.0138	3.26555	0.09268
CSDC2	42.91508	9.17143	5.21055	1.89616	5.81802	0.71209	0.81607	1.34344	2.4566	0.41256	1.78128	14.12067	0.19691	0.0	0.58291	43.45193
CSDE1	381.74851	278.23612	295.95468	168.46683	190.41592	359.18787	273.91718	174.68187	152.01113	382.34098	378.81505	152.04378	65.32111	202.94571	907.18557	226.98635
CSE1L	26.0184	95.69333	31.21973	20.33251	17.99116	22.839	21.01253	21.91817	28.85679	20.9324	29.73361	29.82425	8.95956	21.47533	34.50761	35.1963
CSF1	3.43996	7.2667	13.03393	18.25176	28.25057	5.7367	17.32115	13.55803	4.38102	11.21903	18.3156	5.30299	1.77386	1.15251	2.97543	9.50361
CSF1R	6.91319	5.64627	9.21764	10.9054	7.09818	2.86737	9.69417	14.33682	7.76602	14.2449	2.32975	7.50572	6.51248	102.73446	2.52064	6.11456
CSF2	0.0	0.0	0.0	0.31101	0.4831	0.01388	0.0	0.02395	0.0	0.0	0.0	0.02595	0.0	0.0	0.0	0.0
CSF2RA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CSF2RB	1.28584	1.12285	2.58371	12.81241	7.84272	0.76159	3.03746	43.51321	0.64357	2.34374	1.67674	0.69835	0.56414	68.98275	0.16088	1.6296
CSF3	0.12482	0.68694	0.26228	1.20999	109.05834	0.58696	0.07406	0.41412	1.8718	1.07851	0.4294	0.08023	0.11697	0.0	0.20721	0.0375
CSF3R	0.85343	1.01341	1.47084	10.84127	21.92128	0.32167	7.48844	1.57496	1.01794	1.00529	0.492	0.78764	1.30499	180.96318	0.40918	0.86078
CSGALNACT1	17.83699	8.1189	16.23004	16.00047	9.46612	20.63684	5.8252	16.83491	11.03992	4.5418	8.8936	5.31589	0.89124	9.29307	1.13597	11.03956
CSGALNACT2	6.13983	8.34402	10.98978	15.19843	25.01425	7.8202	15.03403	9.74978	8.26757	9.55545	10.07559	8.95659	4.64716	26.34999	6.23952	12.58688
CSH1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CSH2	0.0	0.01459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CSHL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CSK	9.12469	16.97727	9.41694	50.95178	14.25207	6.5756	14.87983	59.90245	6.88528	10.82128	9.58637	11.3206	14.02852	121.77285	4.52005	17.25138
CSMD1	0.02081	1.19038	0.00892	0.02661	0.14758	0.01002	0.04713	0.02051	1.80685	0.10462	0.0	0.08685	0.0	0.09771	0.0	0.358
CSMD2	0.01684	0.18146	0.05725	0.11995	0.02047	0.04476	0.0272	0.10957	0.62291	0.02839	0.0301	0.04604	0.0	0.0	0.00287	0.04923
CSMD3	0.0	0.48655	0.04187	0.00035	0.06606	0.00032	0.00594	0.00106	1.26183	0.0	0.01586	0.00911	0.01575	0.00028	0.0007	0.02492
CSN1S1	0.0	0.26866	0.32343	0.0	0.0	0.53339	4.28445	0.06674	0.0	9.12717	0.10359	0.0	0.0	0.0	0.0	0.0
CSN1S2AP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CSN1S2BP	0.0	0.80231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CSN2	0.0	0.12428	0.0	0.0	0.0	0.01494	0.0	0.0	0.06879	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CSN3	0.0	1.0048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CSNK1A1	55.83415	56.05594	61.84267	43.54668	73.71466	63.05332	74.66081	48.47213	45.05258	57.0541	69.32107	51.23306	25.93524	69.74885	72.27066	68.99197
CSNK1A1L	0.0	2.7085	0.00664	0.03607	0.06624	0.0	0.00419	0.00389	0.04102	0.0	0.00838	0.0	0.77387	0.03698	0.00391	0.01723
CSNK1A1P1	0.15409	4.21358	0.17376	0.0	0.09674	0.0	0.00596	0.02679	0.1401	0.05214	0.0	0.01139	0.63963	0.0	0.0	0.03815
CSNK1D	15.63692	29.33454	24.49326	26.98627	28.25721	43.7834	27.76747	24.40702	18.04152	20.12848	20.36265	27.22607	9.31664	40.84064	23.28032	29.51555
CSNK1E	15.3079	19.588	28.10769	27.02373	60.9386	17.48877	49.66151	17.35351	25.20218	21.13911	25.94937	11.03905	2.96617	5.6918	23.02411	25.03936
CSNK1G1	1.64572	6.5707	2.66655	3.01961	2.23631	3.52435	2.07432	2.4969	1.62632	2.91721	1.71511	4.71051	0.74355	8.03088	1.02874	4.84956
CSNK1G2	6.40791	29.409	7.47471	15.2024	16.91179	13.21887	13.43675	21.28218	6.20173	10.73034	9.40916	10.74498	4.56386	25.51509	7.51868	14.94461
CSNK1G3	5.54717	13.11223	11.09083	8.85184	8.73636	7.1672	10.03595	6.53246	8.43765	9.37027	10.75619	9.52692	4.94067	8.17638	3.56458	11.86297
CSNK2A1	20.56313	27.14174	17.40274	14.99661	12.63921	20.41066	17.72305	13.31635	14.39437	14.87061	16.21678	21.77936	8.29716	21.34995	43.00572	21.22416
CSNK2A1P	0.09056	0.07848	0.07057	0.0	0.01588	0.13588	0.11432	0.094	0.12507	0.03709	0.0182	0.0	2.90775	0.0	0.04139	0.14576
CSNK2A2	16.41503	110.33451	31.63839	20.99735	18.17212	19.95673	28.43341	11.93275	13.56883	19.61339	43.5015	16.20603	6.24545	17.91965	30.69401	22.9622
CSNK2B	78.98869	149.07118	119.36302	112.93525	124.19335	69.11925	92.86931	82.73829	71.62144	70.57832	87.08359	98.78709	84.50736	114.1299	177.67047	77.6933
CSPG4	3.5748	4.6915	13.27776	3.24961	8.25254	5.19039	13.15473	3.48534	2.39937	10.94432	14.75966	3.47847	0.08123	0.00585	23.55362	2.5578
CSPG5	0.07159	1.99162	0.11839	0.0	0.86223	0.16253	0.17268	0.01734	24.5033	0.49266	0.39272	0.03756	0.01681	0.0	0.33604	0.06145
CSPP1	2.28188	7.17746	3.75986	2.89115	3.62675	4.33648	1.76826	2.39563	2.43405	2.78562	2.46558	4.97134	1.40837	2.04673	6.97867	6.66906
CSRNP1	9.85849	10.73971	26.39336	21.85836	57.86292	9.31574	16.53278	15.70848	8.85319	20.33472	11.15223	17.39232	20.35983	15.81193	20.96046	23.58078
CSRNP2	7.91095	21.31529	10.06616	11.33982	9.31122	7.21855	7.08365	6.80083	15.02914	8.79817	7.13991	9.02186	1.72127	5.79315	6.63701	12.11715
CSRNP3	0.77991	1.09638	1.04753	0.44662	0.07034	0.6205	0.307	0.62766	12.01828	0.58256	0.80053	1.3458	0.1741	0.0	0.06085	1.54241
CSRP1	24.01311	188.90942	1313.58407	104.20148	325.37157	74.51846	107.39455	233.02408	238.49929	96.7829	558.24603	96.77093	21.78905	26.4612	33.75296	185.77373
CSRP2	9.21239	26.48551	23.0072	34.62311	45.73349	15.9336	20.88886	28.64918	13.85423	9.88867	33.75685	55.11959	11.60227	0.0	4.38912	12.59998
CSRP2BP	5.04597	10.88352	8.61805	5.26353	1.97649	7.05646	4.25241	5.06002	8.40111	5.87466	7.75097	5.52432	2.90712	7.6076	9.35323	8.14905
CSRP3	884.20946	12.17879	0.0	4.92297	0.08128	199.69243	0.0	0.04882	0.0515	10.70451	0.0	0.0	0.0129	0.10854	31.70718	0.17601
CST1	0.0	0.13086	0.35718	0.0	0.0	0.06293	0.13252	0.01231	0.0	0.0	0.0	0.17332	0.0	0.0	0.0	0.10904
CST11	0.0	10.56831	0.96212	0.0	0.0	0.0	0.12639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05995
CST2	0.0636	0.18248	0.02301	0.175	0.0	0.03584	0.07256	0.06739	0.0	0.05644	0.0	0.0	0.0	0.0	0.0	0.0
CST3	278.75107	310.17143	528.31134	394.07844	389.84525	216.15519	346.02856	212.94438	243.2026	359.972	382.35481	190.24572	276.24434	559.13472	274.4268	125.82757
CST4	0.0	0.0	0.0217	0.0	0.0	0.33576	0.02737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CST5	0.0	0.02213	0.0	0.0	1.74609	0.0	0.0	0.0	0.0	0.0	0.01346	0.89338	0.0	0.0	0.0	0.01106
CST6	0.10871	0.9118	0.58995	0.17549	9.10956	13.37785	0.19845	0.08447	0.0648	0.48234	0.13244	0.68215	0.0	0.0	0.03085	1.11261
CST7	1.29329	1.87769	2.85879	29.94715	34.22736	0.27292	5.21337	11.19912	0.53041	1.10634	0.83474	0.89339	1.866	122.57788	0.40401	1.32598
CST8	0.0	9.94079	0.0	0.0	0.0	0.0	0.02263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CST9	0.0	0.38274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02899	0.0	0.0	0.0	0.0	0.0	0.0
CST9L	0.02304	21.36369	0.0	0.0	0.0	0.0	0.04205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CSTA	1.29425	1.4832	9.70282	4.59452	24.88985	1.43623	8.21578	3.28589	0.99015	22.1866	1.34101	1.60501	8.36157	177.50715	0.24988	15.58693
CSTB	82.33169	118.96401	199.37151	200.22557	177.67449	126.61116	152.19149	96.44327	50.54291	212.30417	156.54468	142.87675	150.4005	184.61863	44.98238	146.97644
CSTF1	6.78947	17.35543	7.03721	7.42714	4.02602	10.19401	6.15655	10.77688	5.85919	7.30709	4.11064	11.4253	6.62222	13.6036	7.98887	13.263
CSTF2	2.2058	9.38553	4.87539	4.07116	2.05039	3.68503	2.35961	4.26009	2.35485	3.28025	3.30025	5.27637	2.19589	5.54567	0.72221	4.4604
CSTF2T	13.09834	11.39331	8.93772	10.85308	6.48989	11.04818	10.05138	13.43575	11.38059	11.0555	7.64322	14.10341	5.64598	17.88432	8.78311	23.19694
CSTF3	3.8501	13.81629	6.93596	6.72655	3.9434	13.82709	4.90032	8.88554	11.23783	6.69215	5.79246	8.74919	3.82816	7.73632	2.63994	12.69424
CSTL1	0.0	0.78802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01216
CSTT	0.0	11.99944	0.0	0.0	0.0	0.0	0.0	0.09701	0.0	0.0	0.01743	0.0	0.0	0.0	0.0	0.0
CT45A1	0.0	0.07351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CT45A2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CT45A3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CT45A4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CT45A5	0.0	1.72769	0.0	0.0	0.0	0.0	0.0	0.0	0.01475	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CT45A6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CT47A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CT47A6	0.0	0.137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CT47A7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CT47B1	0.0	1.99832	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CT62	0.38365	13.05863	0.04387	0.00294	0.04909	0.02612	0.011	0.0	0.06466	0.123	0.0	0.00719	0.0308	0.0	0.0	0.05884
CTAG2	0.0	3.89772	0.0	4.00117	3.29303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0568	0.0	0.47298	0.0
CTAGE1	0.0	1.70198	0.0	0.0	0.0	0.00185	0.0	0.0	0.0	0.0	0.0	0.0	0.32458	0.00187	0.00218	0.01344
CTAGE10P	0.0	0.9342	0.0	0.0	0.04514	0.00268	0.0	0.00315	0.00332	0.0	0.0	0.0	0.11702	0.0	0.0	0.0
CTAGE11P	0.00839	0.4469	0.0	0.0	0.03189	0.11219	0.0498	0.0	0.02252	0.05214	0.0	0.29676	0.2181	0.12611	0.0	0.0662
CTAGE15P	0.0	0.10206	0.0	0.02579	0.04272	0.04062	0.00949	0.00794	0.0	0.04574	0.00856	0.0	0.0	0.0	0.0	0.0
CTAGE4	0.0	0.0	0.0	0.0	0.00639	0.00759	0.0	0.0	0.0	0.0	0.0	0.0	0.01611	0.00462	0.0	0.00316
CTAGE5	8.93679	7.95522	6.22771	5.0034	5.08938	9.84274	3.50157	4.83414	3.74843	4.60766	4.15462	22.07866	14.9932	12.41384	6.08277	5.58677
CTAGE6P	0.0	0.36115	0.0	0.0	0.0	0.00299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00311
CTAGE9	0.0	0.32483	0.00929	0.0	0.01627	0.04949	0.0	0.01452	0.0	0.0038	0.0	0.09554	0.00365	0.0	0.0	0.02225
CTBP1	27.17879	27.04972	30.18786	48.22976	24.17195	31.39562	35.12168	44.06065	31.52205	32.98199	30.74456	27.34219	17.67205	43.117	49.31991	41.92738
CTBP2	3.80581	7.81589	9.56714	4.7822	9.97851	10.78578	5.63282	3.29518	2.38587	4.38097	10.83366	10.38277	0.79051	8.33256	3.33976	9.17303
CTBS	5.11363	7.42126	9.568	9.13373	12.01209	8.15515	8.31679	10.10307	4.95549	7.58146	7.65861	18.20591	23.31354	24.68777	2.73182	6.40243
CTCF	14.09138	16.51804	23.37781	23.90972	12.38339	15.21562	15.03982	19.64838	12.53005	12.62681	23.02309	19.59641	5.90087	35.31701	18.3995	32.01145
CTCFL	0.01916	14.3963	0.0	0.0	0.0	0.0	0.03497	0.00541	0.0	0.09633	0.0	0.0	0.01632	0.0	0.12503	0.00959
CTDNEP1	28.51763	33.91944	39.49826	51.53157	34.45738	40.50747	40.0673	40.93226	22.90201	38.94373	45.41403	34.67736	9.5544	63.65235	102.05156	40.38685
CTDP1	2.54735	11.95474	3.15668	3.63889	2.52619	6.83978	5.99651	7.43091	2.43796	3.70208	2.90539	4.15929	1.85433	9.47007	4.18317	3.973
CTDSP1	24.9868	28.374	49.3863	37.20662	23.23716	47.71874	58.30192	44.69196	5.20002	42.8518	34.2967	45.1248	33.05147	78.78627	27.41936	52.39617
